Section,Title,Text
272,Malignant act likely to spread infection of disease dangerous to life,"Section 272 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with malignant acts that are likely to spread infections dangerous to life. Whoever malignantly does any act which is, and which he knows or has reason the believe to be, likely to spread the infection of any disease dangerous to life, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both."
273,Disobedience to quarantine rule,"Section 273 of the Bharatiya Nyaya Sanhita (BNS) deals with the offence of disobedience to a quarantine rule. Whoever knowingly disobeys any rule made by the Government for putting any mode of transport into a state of quarantine, or for regulating the intercourse of any such transport in a state of quarantine or for regulating the intercourse between places where an infectious disease prevails and other places, shall be punished with imprisonment of either description for a term which may"
273,Disobedience to quarantine rule,"extend to six months, or with fine, or with both."
274,Adulteration of food or drink intended for sale ,"BNS section 274 pertains to the adulteration of food or drink intended for sale. Whoever adulterates any article of food or drink, so as to make such article noxious as food or drink, intending to sell such article as food or drink, or knowing it to be likely that the same will be sold as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may"
274,Adulteration of food or drink intended for sale ,"extend to five thousand rupees, or with both."
275,Sale of noxious food or drink ,"BNS section 275 pertains to the sale of noxious food or drink. Whoever sells, or offers or exposes for sale, as food or drink, any article which has been rendered or has become noxious, or is in a state unfit for food or drink, knowing or having reason to believe that the same is noxious as food or drink, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which"
275,Sale of noxious food or drink ,"may extend to five thousand rupees, or with both."
276,Unknown,"BNS Section 276 - Adulteration of drugsAdulteration of drugs Whoever adulterates any drug or medical preparation in such a manner as to lessen the efficacy or change the operation of such drug or medical preparation, or to make it noxious, intending that it shall be sold or used for, or knowing it to be likely that it will be sold or used for, any medicinal purpose, as if it had not undergone such adulteration, shall be punished with imprisonment of"
276,Unknown,"either description for a term which may extend to one year, or with fine which may extend to five thousand rupees, or with both."
277,Unknown,"BNS Section 277 - Sale of adulterated drugsSale of adulterated drugs Whoever, knowing any drug or medical preparation to have been adulterated in such a manner as to lessen its efficacy, to change its operation, or to render it noxious, sells the same, or offers or exposes it for sale, or issues it from any dispensary for medicinal purposes as unadulterated, or causes it to be used for medicinal purposes by any person not knowing of the adulteration, shall be"
277,Unknown,"punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
278,Unknown,"BNS Section 278 - Sale of drug as a different drug or preparation Sale of drug as a different drug or preparation Whoever knowingly sells, or offers or exposes for sale, or issues from a dispensary for medicinal purposes, any drug or medical preparation, as a different drug or medical preparation, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with"
279,Fouling water of public spring or reservoir ,"BNS section 279 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with fouling the water of a public spring or reservoir. Whoever voluntarily corrupts or fouls the water of any public spring or reservoir, so as to render it less fit for the purpose for which it is ordinarily used, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
280,Making atmosphere noxious to health,"Section 280 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of making the atmosphere noxious to health. Whoever voluntarily vitiates the atmosphere in any place so as to make it noxious to the health of persons in general dwelling or carrying on business in the neighbourhood or passing along a public way, shall be punished with fine which may extend to one thousand rupees."
281,Rash driving or riding on a public way,"Section 281 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of rash or negligent driving or riding on a public way. Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may"
281,Rash driving or riding on a public way,"extend to one thousand rupees, or with both. Example: Vijay and Rakesh start racing each other on a public road, and indulge in over-speeding and breaking traffic signals, thus endangering pedestrians. Both Vijay and Rakesh are guilty of the offence under this section."
282,Rash navigation of vessel ,"BNS section 282 pertains to the rash or negligent navigation of a vessel, which endangers human life or is likely to cause injury. Whoever navigates any vessel in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to ten thousand rupees, or"
283,"Exhibition of false light, mark or buoy","Section 283 of the Bharatiya Nyaya Sanhita (BNS) deals with exhibiting false light, marks, or buoys. Whoever exhibits any false light, mark or buoy, intending or knowing it to be likely that such exhibition will mislead any navigator, shall be punished with imprisonment of either description for a term which may extend to seven years, and with fine which shall not be less than ten thousand rupees."
284,Conveying person by water for hire in unsafe or overloaded vesselConveying person by water for hire in unsafe or overloaded vessel  (Bharatiya Nyaya Sanhita),"BNS Section 284 - Conveying person by water for hire in unsafe or overloaded vesselConveying person by water for hire in unsafe or overloaded vessel BNS (Bharatiya Nyaya Sanhita) Section 284 deals with conveying a person by water for hire in an unsafe or overloaded vessel. Whoever knowingly or negligently conveys, or causes to be conveyed for hire, any person by water in any vessel, when that vessel is in such a state or so loaded as to endanger the"
284,Conveying person by water for hire in unsafe or overloaded vesselConveying person by water for hire in unsafe or overloaded vessel  (Bharatiya Nyaya Sanhita),"life of that person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
285,Danger or obstruction in public way or line of navigation ,"BNS section 285, which is part of the Bharatiya Nyaya Sanhita (BNS), deals with danger or obstruction in a public way or line of navigation. Whoever, by doing any act, or by omitting to take order with any property in his possession or under his charge, causes danger, obstruction or injury to any person in any public way or public line of navigation, shall be punished, with fine which may extend to five thousand rupees."
286,Negligent conduct with respect to poisonous substance ,"BNS section 286, which is now part of the Bharatiya Nyaya Sanhita (BNS), deals with negligent conduct with respect to poisonous substances. Whoever does, with any poisonous substance, any act in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any person or knowingly or negligently omits to take such order with any poisonous substance in his possession as is sufficient to guard against any probable danger to"
286,Negligent conduct with respect to poisonous substance ,"human life from such poisonous substance, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
287,Negligent conduct with respect to fire or combustible matter ,"BNS section 287, pertaining to Negligent conduct with respect to fire or combustible matter, outlines the punishment for actions or omissions that endanger human life or cause injury due to fire or combustible materials. Whoever does, with fire or any combustible matter, any act so rashly or negligently as to endanger human life, or to be likely to cause hurt or injury to any other person or knowingly or negligently omits to take such order with any fire or any"
287,Negligent conduct with respect to fire or combustible matter ,"combustible matter in his possession as is sufficient to guard against any probable danger to human life from such fire or combustible matter, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to two thousand rupees, or with both."
288,Negligent conduct with respect to explosive substance,"Section 288 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with negligent conduct with respect to explosive substances. Whoever does, with any explosive substance, any act so rashly or negligently as to endanger human life, or to be likely to cause hurt or injury to any other person, or knowingly or negligently omits to take such order with any explosive substance in his possession as is sufficient to guard against any probable danger to human life from that substance, shall"
288,Negligent conduct with respect to explosive substance,"be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
289,Negligent conduct with respect to machinery,"Section 289 of the Bharatiya Nyaya Sanhita (BNS) deals with negligent conduct with respect to machinery. Whoever does, with any machinery, any act so rashly or negligently as to endanger human life or to be likely to cause hurt or injury to any other personor knowingly or negligently omits to take such order with any machinery in his possession or under his care as is sufficient to guard against any probable danger to human life from such machinery, shall be"
289,Negligent conduct with respect to machinery,"punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
290,"Negligent conduct with respect to pulling down, repairing or constructing buildings etc ","BNS section 290, under the Bharatiya Nyaya Sanhita (BNS), deals with negligent conduct related to the pulling down, repairing, or constructing of buildings. Whoever, in pulling down, repairing or constructingany building, knowingly or negligently omits to take such measures with that building as is sufficient to guard against any probable danger to human life from the fall of that building, or of any part thereof, shall be punished with imprisonment of either description for a term which may extend to"
290,"Negligent conduct with respect to pulling down, repairing or constructing buildings etc ","six months, or with fine which may extend to five thousand rupees, or with both."
291,Negligent conduct with respect to animal,"Section 291 of the Bharatiya Nyaya Sanhita (BNS) deals with negligent conduct with respect to animals. Whoever knowingly or negligently omits to take such measures with any animal in his possession as is sufficient to guard against any probable danger to human life, or any probable danger of grievous hurt from such animal, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five thousand rupees,"
292,Punishment for public nuisance in cases not otherwise provided forPunishment for public nuisance in cases not otherwise provided for  (Bharatiya Nyaya Sanhita),BNS Section 292 - Punishment for public nuisance in cases not otherwise provided forPunishment for public nuisance in cases not otherwise provided for BNS (Bharatiya Nyaya Sanhita) section 292 deals with punishment for public nuisance in cases not otherwise provided for. Whoever commits a public nuisance in any case not otherwise punishable by this Sanhita shall be punished with fine which may extend to one thousand rupees.
293,Unknown,"BNS Section 293 - Continuance of nuisance after injunction to discontinueContinuance of nuisance after injunction to discontinue Whoever repeats or continues a public nuisance, having been enjoined by any public servant who has lawful authority to issue such injunction not to repeat or continue such nuisance, shall be punished with simple imprisonment for a term which may extend to six months, or with fine which may extend to five thousand rupees, or with both."
294,"Sale, etc. , of obscene books, etc","Section 294 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with offenses related to obscenity, specifically the sale, distribution, or public display of obscene objects. (1) For the purposes of sub-section (2) , a book, pamphlet, paper, writing, drawing, painting, representation, figure or any other object, including display of any content in electronic form shall be deemed to be obscene if it is lascivious or appeals to the prurient interest or if its effect, or (where it comprises two or"
294,"Sale, etc. , of obscene books, etc","more distinct items) the effect of any one of its items, is, if taken as a whole, such as to tend to deprave and corrupt persons who are likely, having regard to all relevant circumstances, to read, see or hear the matter contained or embodied in it. (2) Whoever (a) sells, lets to hire, distributes, publicly exhibits or in any manner puts into circulation, or for purposes of sale, hire, distribution, public exhibition or circulation, makes, produces or has in"
294,"Sale, etc. , of obscene books, etc","his possession any obscene book, pamphlet, paper, drawing, painting, representation or figure or any other obscene object whatsoever in whatever manner; or (b) imports, exports or conveys any obscene object for any of the purposes aforesaid, or knowing or having reason to believe that such object will be sold, let to hire, distributed or publicly exhibited or in any manner put into circulation; or (c) takes part in or receives profits from any business in the course of which he"
294,"Sale, etc. , of obscene books, etc","knows or has reason to believe that any such obscene objects are, for any of the purposes aforesaid, made produced, purchased, kept, imported, exported, conveyed, publicly exhibited or in any manner put into circulation; or (d) advertises or makes known by any means whatsoever that any person is engaged or is ready to engage in any act which is an offence under this section, or that any such obscene object can be procured from or through any person; or (e)"
294,"Sale, etc. , of obscene books, etc","offers or attempts to do any act which is an offence under this section, shall be punished on first conviction with imprisonment of either description for a term which may extend to two years, and with fine which may extend to five thousand rupees, and, in the event of a second or subsequent conviction, with imprisonment of either description for a term which may extend to five years, and also with fine which may extend to ten thousand rupees. Exception"
294,"Sale, etc. , of obscene books, etc","This section does not extend to (a) any book, pamphlet, paper, writing, drawing, painting, representation or figure (i) the publication of which is proved to be justified as being for the public good on the ground that such book, pamphlet, paper, writing, drawing, painting, representation or figure is in the interest of science, literature, art or learning or other objects of general concern; or (ii) which is kept or used bona fide for religious purposes; (b) any representation sculptured, engraved,"
294,"Sale, etc. , of obscene books, etc","painted or otherwise represented on or in (i) any ancient monument within the meaning of the Ancient Monuments and Archaeological Sites and Remains Act, 1958; or (ii) any temple, or on any car used for the conveyance of idols, or kept or used for any religious purpose."
295,"Sale, etc. , of obscene objects to child ","BNS Section 295, within the Bharatiya Nyaya Sanhita (BNS), deals with the sale, hire, distribution, or circulation of obscene objects to children. Whoever sells, lets to hire, distributes, exhibits or circulates to any child below the age of eighteen years such obscene object as is referred to in section 292, or offers or attempts so to do, shall be punished on first conviction with imprisonment of either description for a term which may extend to three years, and with fine"
295,"Sale, etc. , of obscene objects to child ","which may extend to two thousand rupees, and, in the event of a second or subsequent conviction, with imprisonment of either description for a term which may extend to seven years, and also with fine which may extend to five thousand rupees."
296,Obscene acts and songs ,"BNS Section 296 pertains to ""Obscene acts and songs"". It criminalizes performing obscene acts in public places or singing/reciting obscene songs, ballads, or words in or near public places, if done to the annoyance of others. Whoever, to the annoyance of others, (a) does any obscene act in any public place; or (b) sings, recites or utters any obscene song, ballad or words, in or near any public place, shall be punished with imprisonment of either description for a term"
296,Obscene acts and songs ,"which may extend to three months, or with fine which may extend to one thousand rupees, or with both. Example: Vijay, in the middle of a busy market, begins singing explicit songs with lyrics of a prurient nature. Vijay is guilty of the offence under this Section."
297,Keeping lottery office,"Section 297 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with ""Keeping Lottery Office"". (1) Whoever keeps any office or place for the purpose of drawing any lottery not being a State lottery or a lottery authorised by the State Government, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both. (2) Whoever publishes any proposal to pay any sum, or to deliver any goods, or to"
297,Keeping lottery office,"do or forbear from doing anything for the benefit of any person, on any event or contingency relative or applicable to the drawing of any ticket, lot, number or figure in any such lottery, shall be punished with fine which may extend to five thousand rupees."
298,"Injuring or defiling place of worship, with intent to insult the religion of any class ","BNS section 298, which corresponds to IPC section 295, addresses the offense of injuring or defiling a place of worship with the intent to insult the religion of any class of persons. Whoever destroys, damages or defiles any place of worship, or any object held sacred by any class of persons with the intention of thereby insulting the religion of any class of persons or with the knowledge that any class of persons is likely to consider such destruction, damage"
298,"Injuring or defiling place of worship, with intent to insult the religion of any class ","or defilement as an insult to their religion, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both."
299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs ","BNS section 299 deals with deliberate and malicious acts intended to outrage the religious feelings of any class of citizens by insulting their religion or religious beliefs. Whoever, with deliberate and malicious intention of outraging the religious feelings of any class of citizens of India, by words, either spoken or written, or by signs or by visible representations or through electronic means or otherwise, insults or attempts to insult the religion or the religious beliefs of that class, shall be"
299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs ","punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
300,Disturbing religious assembly,"Section 300 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offense of disturbing a religious assembly. Whoever voluntarily causes disturbance to any assembly lawfully engaged in the performance of religious worship, or religious ceremonies, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
301,"Trespassing on burial places, etc ","BNS Section 301, within the Bharatiya Nyaya Sanhita (BNS), deals with trespassing on burial places, etc., and offering indignity to human corpses. Whoever, with the intention of wounding the feelings of any person, or of insulting the religion of any person or with the knowledge that the feelings of any person are likely to be wounded, or that the religion of any person is likely to be insulted thereby, commits any trespass in any place of worship or on any"
301,"Trespassing on burial places, etc ","place of sepulture, or any place set apart for the performance of funeral rites or as a depository for the remains of the dead, or offers any indignity to any human corpse, or causes disturbance to any persons assembled for the performance of funeral ceremonies, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
302,"Uttering words, etc., with deliberate intent to wound religious feelings","Section 302 of the Bharatiya Nyaya Sanhita (BNS), which replaces the Indian Penal Code (IPC), deals with the offense of uttering words or making gestures with the deliberate intent to wound religious feelings. Whoever, with the deliberate intention of wounding the religious feelings of any person, utters any word or makes any sound in the hearing of that person or makes any gesture in the sight of that persons or places any object in the sight of that person, shall"
302,"Uttering words, etc., with deliberate intent to wound religious feelings","be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. Example: Vijay goes to a crowded mosque and begins chanting anti-muslim slurs at people. Vijay is guilty of the offence under this Section."
303,Theft,"Section 303 of the Bharatiya Nyaya Sanhita (BNS), which replaces the old Section 378 of the Indian Penal Code (IPC), defines theft. (1) Whoever, intending to take dishonestly any movable property out of the possession of any person without that persons consent, moves that property in order to such taking, is said to commit theft. Explanation 1 A thing so long as it is attached to the earth, not being movable property, is not the subject of theft; but it"
303,Theft,"becomes capable of being the subject of theft as soon as it is severed from the earth. Explanation 2 A moving effected by the same act which effects the severance may be a theft. Explanation 3 A person is said to cause a thing to move by removing an obstacle which prevented it from moving or by separating it from any other thing, as well as by actually moving it. Explanation 4 A person, who by any means causes an"
303,Theft,"animal to move, is said to move that animal, and to move everything which, in consequence of the motion so caused, is moved by that animal. Explanation 5 The consent mentioned in this sectionmay be express or implied, and may be given either by the person in possession, or by any person having for that purpose authority either express or implied. Illustrations (a) A cuts down a tree on Zs ground, with the intention of dishonestly taking the tree out"
303,Theft,"of Zs possession without Zs consent. Here, as soon as A has severed the tree in order to such taking, he has committed theft. (b) A puts a bait for dogs in his pocket, and thus induces Zs dog to follow it. Here, if As intention be dishonestly to take the dog out of Zs possession without Zs consent, A has committed theft as soon as Zs dog has begun to follow A. (c) A meets a bullock carrying a"
303,Theft,"box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure. (d) A being Zs servant, and entrusted by Z with the care of Zs plate, dishonestly runs away with the plate, without Zs consent. A has committed theft. (e) Z, going on a journey, entrusts his plate to A, the keeper of a warehouse, till"
303,Theft,"Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in Zs possession. It could not therefore be taken out of Zs possession, and A has not committed theft, though he may have committed criminal breach of trust. (f) A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring is in Zs possession, and if A dishonestly removes it, A commits theft. (g)"
303,Theft,"A finds a ring lying on the highroad, not in the possession of any person. A, by taking it, commits no theft, though he may commit criminal misappropriation of property. (h) A sees a ring belonging to Z lying on a table in Zs house. Not venturing to misappropriate the ring immediately for fear of search and detection, A hides the ring in a place where it is highly improbable that it will ever be found by Z, with the"
303,Theft,"intention of taking the ring from the hiding place and selling it when the loss is forgotten. Here A, at the time of first moving the ring, commits theft. (i) A delivers his watch to Z, a jeweler, to be regulated. Z carries it to his shop. A, not owing to the jeweler any debt for which the jeweler might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Zs hand,"
303,Theft,"and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly. (j) If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Zs possession, with the intention of depriving Z of the property as a security for his debt, he commits theft, inasmuch"
303,Theft,"as he takes it dishonestly. (k) Again, if A, having pawned his watch to Z, takes it out of Zs possession without Zs consent, not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly. (l) A takes an article belonging to Z out of Zs possession without Zs consent, with the intention of keeping it until he obtains money from Z as a reward for"
303,Theft,"its restoration. Here A takes dishonestly; A has therefor committed theft. (m) A, being on friendly terms with Z, goes into Zs library in Zs absence, and takes away a book without Zs express consent for the purpose merely of reading it, and with the intention of returning it. Here, it is probable that A may have conceived that he had Zs implied consent to use Zs book. If this was As impression, A has not committed theft. (n) A"
303,Theft,"asks charity from Zs wife. She gives A money, food and clothes, which A knows to belong to Z her husband. Here it is probable that A may conceive that Zs wife is authorised to give away alms. If this was As impression, A has not committed theft. (o) A is the paramour of Zs wife. She gives a valuable property, which A knows to belong to her husband Z, and to be such property as she has no authority"
303,Theft,"from Z to give. If A takes the property dishonestly, he commits theft. (p) A, in good faith, believing property belonging to Z to be As own property, takes that property out of Zs possession. Here, as A does not take dishonestly, he does not commit theft. (2) Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both and in case of second or"
303,Theft,"subsequent conviction of any person under this section, he shall be punished with rigorous imprisonment for a term which shall not be less than one year but which may extend to five years and with fine: Provided that in cases of theft where the value of the stolen property is less than five thousand rupees, and a person is convicted for the first time, shall upon return of the value of property or restoration of the stolen property, shall be"
303,Theft,"punished with community service. Example: At work, Vijay notices that Rakesh has left his watch unattended. While Rakesh is away, Vijay takes the watch and hides it in his bag and goes home. Vijay is guilty of theft under this Section."
304,Snatching,"Section 304 of the Bharatiya Nyaya Sanhita (BNS), which replaces Section 379 of the Indian Penal Code (IPC), deals with the offense of snatching. (1) Theft is snatching if, in order to commit theft, the offender suddenly or quickly or forcibly seizes or secures or grabs or takes away from any person or from his possession any moveable property. (2) Whoever commits snatching, shall be punished with imprisonment of either description for a term which may extend to three years,"
304,Snatching,"and shall also be liable to fine. Example: Vijay, while riding his motorcycle, snatches the gold chain of a pedestrian and speeds off. Vijay is guilty of the offence under this Section."
305,"Theft in a dwelling house, or means of transportation or place of worship, etc ","BNS Section 305 of the Bharatiya Nyaya Sanhita (BNS) deals with theft in a dwelling house, or means of transportation, or place of worship, etc. Whoever commits theft (a) in any building, tent or vessel used as a human dwelling or used for the custody of property; or (b) of any means of transport used f or the transport of goods or passengers; or (c) of any article or goods from any means of transport used for the transport of"
305,"Theft in a dwelling house, or means of transportation or place of worship, etc ","goods or passengers; or (d) of idol or icon in any place of worship; or (e) of any property of the Government or of a local authority, shall be punished with imprisonment of either description for a term which may extend to seven years and shall also be liable to fine. Example: Vijay goes to the inner sanctum of a temple, and upon finding himself alone, steals the idol of Lord Krishna. Vijay is guilty of the offence under this"
306,Theft by clerk or servant of property in possession of master,"Section 306 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with theft by a clerk or servant of property in the possession of their master or employer. Whoever, being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or employer, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be"
307,"Theft after preparation made for causing death, hurt or restraint in order to the committing of theft","Section 307 of the Bharatiya Nyaya Sanhita (BNS) deals with theft committed after making preparations for causing death, hurt, or restraint. Whoever commits theft, having made preparation for causing death, or hurt, or restraint, or fear of death, or of hurt, or of restraint, to any person, in order to the committing of such theft, or in order to the effecting of his escape after the committing of such theft, or in order to the retaining of property taken by"
307,"Theft after preparation made for causing death, hurt or restraint in order to the committing of theft","such theft, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine. Illustrations (a) A commits theft on property in Zs possession; and while committing this theft, he has a loaded pistol under his garment, having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section. (b) A picks Zs pocket, having posted several of"
307,"Theft after preparation made for causing death, hurt or restraint in order to the committing of theft","his companions near him, in order that they may restrain Z, if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section."
308,Extortion,"Section 308 of the Bharatiya Nyaya Sanhita (BNS) deals with extortion. (1) Whoever intentionally puts any person in fear of any injury to that person, or to any other, and thereby dishonestly induces the person so put in fear to deliver to any person any property, or valuable security or anything signed or sealed which may be converted into a valuable security, commits extortion. Illustrations (a) A threatens to publish a defamatory libel concerning Z unless Z gives him money."
308,Extortion,"He thus induces Z to give him money. A has committed extortion. (b) A threatens Z that he will keep Zs child in wrongful confinement, unless Z will sign and deliver to A a promissory note binding Z to pay certain monies to A. Z sings and delivers the note. A has committed extortion. (c) A threatens to send club-men to plough up Zs field unless Z will sign and deliver to B a bond binding Z under a penalty"
308,Extortion,"to deliver certain produce to B, and thereby induces Z to signs and deliver the bond. A has committed extortion. (d) A, by putting Z in fear of grievous hurt, dishonestly induces Z to sign or affix his seal to a blank paper and deliver it to A. Z signs and delivers the paper to A. Here, as the paper so signed may be converted into a valuable security. A has committed extortion. (e) A threatens Z by sending a"
308,Extortion,"message through an electronic device that Your child is in my possession, and will be put to death unless you send me one lakh rupees. A thus induces Z to give him money. A has committed extortion. (2) Whoever commits extortion shall be punished with imprisonment of either description for a term which may extend to seven years, or with fine, or with both. (3) Whoever, in order to the committing of extortion, puts any person in fear, or attempts"
308,Extortion,"to put any person in fear, of any injury, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. (4) Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment of either description for a term which may extend to seven years,"
308,Extortion,"and shall also be liable to fine. (5) Whoever commits extortion by putting any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. (6) Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of an accusation, against that person or any"
308,Extortion,"other, of having committed, or attempted to commit, an offence punishable with death or with imprisonment for life, or with imprisonment for a term which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. (7) Whoever commits extortion by putting any person in fear of an accusation against that person or any other, of having committed or attempted to commit"
308,Extortion,"any offence punishable with death, or with imprisonment for life, or with imprisonment for a term which may extend to ten years, or of having attempted to induce any other person to commit such offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. Example: Vijay calls Rakesh, and threatens to have him killed if Rakesh does not deliver 500 grams of gold to Vijay's"
308,Extortion,residence. Fearing for his life Rakesh does as told. Vijay is guilty of the offence under this Section.
309,Robbery,"Section 309 of the Bharatiya Nyaya Sanhita (BNS), which replaces Section 379 of the Indian Penal Code (IPC), deals with robbery. (1) In all robbery there is either theft or extortion. (2) Theft is robbery if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offender, for that end voluntarily causes or attempts to cause to any person death or hurt"
309,Robbery,"or wrongful restraint, or fear of instant death or of instant hurt, or of instant wrongful restraint. (3) Extortion is robbery if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person or to some other person, and, by so putting in fear, induces the person so"
309,Robbery,"put in fear then and there to deliver up the thing extorted. Explanation The offender is said to be present if he is sufficiently near to put the other person in fear of instant death, of instant hurt, or of instant wrongful restraint. Illustrations (a) A holds Z down, and fraudulently takes Zs money and jewels from Zs clothes, without Zs consent. Here A has committed theft, and, in order to the committing of that theft, has voluntarily caused wrongful"
309,Robbery,"restraint to Z. A has therefore committed robbery. (b) A meets Z on the high road, shows a pistol, and demands Zs purse. Z, in consequence, surrenders his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt, and being at the time of committing the extortion in his presence. A has therefore committed robbery. (c) A meets Z and Zs child on the high road. A takes the child, and threatens to"
309,Robbery,"fling it down a precipice, unless Z delivers his purse. Z, in consequence, delivers his purse. Here A has extorted the purse from Z, by causing Z to be in fear of instant hurt to the child who is there present. A has therefore committed robbery on Z. (d) A obtains property from Z by saying Your child is in the hands of my gang, and will be put to death unless you send us ten thousand rupees. This is"
309,Robbery,"extortion, and punishable as such: but it is not robbery, unless Z is put in fear of the instant death of his child. (2) Whoever commits robbery shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine; and, if the robbery be committed on the highway between sunset and sunrise, the imprisonment may be extended to fourteen years. (3) Whoever attempts to commit robbery shall be punished with"
309,Robbery,"rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine. (4) If any person, in committing or in attempting to commit robbery, voluntarily causes hurt, such person, and any other person jointly concerned in committing or attempting to commit such robbery, shall be punished with imprisonment for life, or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine. Example: While on his"
309,Robbery,"way home from work, Rakesh is stopped by Vijay in a secluded street. Vijay then strikes Rakesh on his head with a batton, and runs off with his phone and wallet. Vijay is guilty of the offence under this Section."
310,Dacoity,"Section 310 of the Bharatiya Nyaya Sanhita (BNS), 2023, defines and outlines the penalties for dacoity. (1) When five or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery, and persons present and aiding such commission or attempt, amount to five or more, every person so committing, attempting or aiding, is said to commit dacoity. (2) Whoever commits dacoity shall be punished with imprisonment"
310,Dacoity,"for life, or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine. (3) If any one of five or more persons, who are conjointly committing dacoity, commits murder in so committing dacoity, every one of those persons shall be punished with death, or imprisonment for life, or rigorous imprisonment for a term which shall not be less than ten years, and shall also be liable to fine. (4) Whoever makes"
